"ID_REF"	"GSM2911176"	"GSM2911177"	"GSM2911178"	"GSM2911179"	"GSM2911180"	"GSM2911181"	"GSM2911182"	"GSM2911183"	"GSM2911184"	"GSM2911185"	"GSM2911186"	"GSM2911187"	"GSM2911188"	"GSM2911189"	"GSM2911190"	"GSM2911191"	"GSM2911192"	"GSM2911193"	"GSM2911194"	"GSM2911195"	"GSM2911196"	"GSM2911197"	"GSM2911198"	"GSM2911199"	"GSM2911200"	"GSM2911201"	"GSM2911202"	"GSM2911203"	"GSM2911204"	"GSM2911205"
135	-1.9942337	-0.968849	-1.158104	-1.3714485	-1.25892	-0.2384855	1.024903	-0.7425374	0.5976624	-0.86367303	0.3562359	0.024135282	1.4212719	-0.17785832	0.6618804	0.16298307	-1.2044992	0.036728352	1.0912466	-0.84404963	-0.9897706	0.053356245	-0.039362043	-0.365097	1.6316714	-1.9532901	-0.74599147	0.32385197	-0.7459646	-0.7443393
136	0.49706247	0.69339645	0.71781266	0.4021742	0.42018938	2.8850722	0.11786072	0.6722096	1.4455346	0.30290106	0.38662606	0.6652246	1.8475379	0.76927173	0.68120617	0.52691215	-0.3245971	0.2073298	-0.14379786	0.32857344	0.2624382	0.2096574	0.26880887	0.19928412	-0.45387673	-0.11965228	-0.5573379	-0.06974455	0.23821071	-0.354003
137	1.3338022	-0.07255604	0.9484601	0.23646058	-0.37689427	1.2410244	0.69571203	0.29962054	0.3986055	1.8552464	0.38271743	1.2847769	-0.21626145	1.1193686	0.8212331	0.8907018	0.17774713	-0.55644584	-0.6110713	-1.0703694	-0.10197826	-0.9261406	-0.5745868	-0.4374888	-0.7569282	-0.007313238	-0.32554048	-0.84558964	-0.98744905	1.5816246
138	-2.215154	0.5166736	-0.342999	1.7760513	0.7228421	0.41792735	0.2598028	-0.35414723	-0.93565434	-0.008010144	0.18021648	0.66109836	-1.997135	-0.22760336	0.8539531	0.56157357	2.091047	1.2357819	0.6254066	1.0176914	1.2221774	1.8357733	1.6049695	0.7488461	0.62292904	0.843732	-0.9945737	1.5711933	1.3864614	-1.846502
139	-0.94249725	0.3814453	0.10180182	-1.2062835	0.38380462	0.872868	0.58596194	0.49817237	0.8782411	-0.7611643	1.09834	0.727493	0.640604	0.3441137	0.87174547	0.6284924	0.22524932	-0.30251572	0.2119553	-0.30846438	-1.1054783	0.14151376	0.3564472	-0.22897214	0.74685705	-0.00643229	-0.56833977	0.00643229	0.20897886	-0.1819022
140	0.9823815	1.4755251	1.5164372	-1.0018946	1.9102036	1.4882727	0.27937123	0.8477551	0.23936093	2.9473927	3.6451268	0.9298825	-0.18699042	0.002135149	0.8769195	0.91165227	2.3434439	1.9906006	-0.19559006	3.5406985	3.322827	3.6529255	1.464505	2.1900132	0.14466774	0.63427794	3.7608845	0.4985147	1.9638886	-0.3714949
141	-0.82626307	0.016402528	0.72199607	0.021318113	0.12224638	-0.46838462	0.6565528	-0.548855	-0.18103352	-0.09310733	-0.2199522	0.686828	0.83350927	-0.33319214	0.8795249	0.44439068	-0.006877915	0.44285166	-0.2841384	-0.18785793	0.16727737	0.71217656	0.6179279	0.15386695	0.08988084	-0.7556688	0.45162982	-0.08357988	0.088575915	0.07969913
142	-0.8909607	-0.65461355	-0.98307097	-1.4268001	0.4348734	-0.05452066	0.007145535	0.14932333	0.092419334	-0.055537608	0.9706574	0.5666004	0.003327331	-0.24400176	0.9103503	0.20830318	1.9376391	1.5135167	0.95639807	1.5628523	1.1126292	2.1085763	1.778751	1.6594708	1.4202954	0.54739803	0.3869322	-0.093218274	2.5649097	0.47012183
143	1.2162145	0.60127085	0.80489266	-0.048786867	0.61084586	0.60399836	0.9876512	0.54305166	0.44581684	2.2508862	0.90541583	0.9660134	-0.02107307	0.13964044	1.1454194	1.434438	1.9379846	1.7081896	0.6379576	1.83574	1.6971805	2.257774	1.515814	1.4775827	0.06425017	0.09977424	0.56352264	0.9074942	0.6555734	-0.005819594
144	-1.011043	0.7106839	0.56873035	0.22386338	-0.59317154	-0.5166202	0.3847357	0.13091162	0.031505033	-0.92490715	-0.27362493	0.37501147	1.760609	-1.268738	1.1470164	0.22170159	-0.19165781	1.0424488	-1.4544156	-0.16953959	-1.2941428	0.8341255	1.4039061	0.066337936	1.8839284	-0.9404487	0.2668499	-0.27386302	0.31419003	-1.5464805
145	-0.6831463	0.8428086	0.5365982	-0.9903811	0.774655	1.592666	1.4207963	0.6198618	2.386821	-0.64613086	-0.42714772	0.90310115	1.6483911	0.8080083	1.2709302	0.8142331	0.8458348	0.43783632	-1.1961411	-0.2632119	0.6914988	0.665125	-0.16254583	-0.3184177	-1.2861179	0.6158418	0.59474653	-0.13741069	-0.122421704	-0.1816258
146	-1.2268641	1.3970058	0.04976423	1.9132718	0.8109008	1.448304	1.0178143	0.05133786	0.35688084	0.12993838	-0.013030638	1.3069296	0.069045916	0.6054892	1.3549668	1.0079427	-0.4074789	-0.9645051	0.7489912	-0.5874228	0.71122384	-1.021906	0.57545096	0.06703318	0.93290675	1.6795399	2.102494	0.35330853	0.18276098	0.15945528
147	1.1326284	1.871428	1.3888035	-0.07905416	2.1043198	0.41301593	0.9366858	-0.015131648	0.50403374	1.5417101	-0.21202606	0.7456903	0.24317111	0.788248	1.3740232	1.0033308	1.4591485	0.70783174	-0.25692835	0.881198	0.72108763	1.5169704	-0.8295402	0.400473	-0.7349653	3.2987773	-1.8066485	0.14922372	-0.68660206	-0.39223167
148	0.007248694	0.5324192	0.54276496	-0.6132424	0.92300636	1.0970676	1.2545438	0.7385175	2.9601634	1.4503319	1.3973488	1.6468809	0.7983253	1.0774267	1.4291257	0.4647545	-1.4294438	-0.3413871	1.7291772	0.4901109	-0.1394116	0.7085413	-0.24387814	-0.08974212	0.44990546	-0.5660302	-1.446614	0.528958	1.2981818	-2.3404624
149	-1.1635936	1.1320024	0.18827513	-0.68906516	0.55428946	2.2720544	1.8669922	2.025834	2.5783753	-0.4176695	1.3584822	1.1540743	1.5064888	1.1394293	1.5180265	0.9628028	-0.35476795	-0.9583578	-1.8460307	0.18796471	-1.3745232	0.8411157	0.48694584	-0.55427295	1.5702809	0.6774121	-0.07450813	0.37047	0.89106804	-2.6669598
