"ID_REF"	"GSM2911176"	"GSM2911177"	"GSM2911178"	"GSM2911179"	"GSM2911180"	"GSM2911181"	"GSM2911182"	"GSM2911183"	"GSM2911184"	"GSM2911185"	"GSM2911186"	"GSM2911187"	"GSM2911188"	"GSM2911189"	"GSM2911190"	"GSM2911191"	"GSM2911192"	"GSM2911193"	"GSM2911194"	"GSM2911195"	"GSM2911196"	"GSM2911197"	"GSM2911198"	"GSM2911199"	"GSM2911200"	"GSM2911201"	"GSM2911202"	"GSM2911203"	"GSM2911204"	"GSM2911205"
65	-0.028787622	-0.001322138	0.31924716	0.32292047	-0.10770272	-0.08999717	-0.21370043	-0.04754481	0.050651822	0.5242756	-0.0986118	-0.08772107	0.05698624	0.13763918	-0.026635895	-0.10101913	0.090116456	-0.006710472	0.27986583	0.079035684	-0.28532976	-0.24194333	-0.04462785	0.16891709	-0.037459925	-0.03545549	0.36882845	0.3814948	-0.09890744	0.04350703
66	0.4711677	0.0957596	0.35832214	0.22235599	-0.16061726	0.16339706	-0.008701734	0.5012761	0.37561896	0.090214305	-0.033846837	0.04540765	0.106726296	-0.037109684	-0.02312183	-0.05407168	-0.35302138	-0.03850842	0.1849527	-0.07906295	0.14155406	-0.20376836	-0.15093665	0.15523405	-0.05366797	-0.2549759	0.10548634	-0.001268275	0.15349168	-1.0157559
67	-0.44818035	0.016615614	-0.3304492	-0.8707397	-0.30838728	0.053994555	-0.006848658	0.03485747	0.15889375	0.006848658	-0.20659097	-0.2182657	-0.43663207	-0.19181874	-0.01595834	-0.08084363	0.09455799	-0.2330712	-0.02418299	-0.04857749	-0.3317433	-0.73762935	0.045722496	-0.15820818	-0.1029902	-0.31627855	0.5530657	-0.108884715	0.17823166	0.31581134
68	0.4478748	-0.033630237	0.25740835	0.27050748	-1.3823553	-0.11846836	-0.17646778	-0.22194272	-0.2563779	0.2873595	-0.15419199	-0.10228694	-0.32742807	-0.05560624	-0.01382552	0.017301736	-1.2161859	-1.6926289	-0.22476393	-0.93491524	-0.40160435	-2.3189332	-2.1699996	-1.5620946	0.3770483	-0.02009413	-0.7576782	0.20613824	-0.13783295	0.053035438
69	0.6869619	0.03372338	0.39673293	0.20617834	-0.4015101	-0.053251024	-0.13161305	-0.11421492	-0.15226182	0.47443855	0.31286368	0.13523026	0.13361807	-0.11747754	-7.48E-04	0.2243793	-0.7666416	-0.23057158	0.13181819	0.114110164	0.0804873	-0.3500168	-0.17327435	-0.1920271	-0.17134339	0.11825626	-0.3081339	0.07030991	0.040845223	0.18865444
70	-1.6354803	0.21965864	-1.0567843	-0.124553084	0.9329498	0.60534984	-0.004008848	0.1704563	2.6489167	-1.2683125	0.7125959	-0.83035994	0.7487535	1.1198545	-3.85E-04	0.18463576	-0.46473014	-0.941168	-1.8943357	-0.6922128	-1.6871234	0.114477985	-0.43118224	-0.927512	0.20951489	0.34450072	-0.79866713	-0.786535	1.2680119	1.3622131
71	-0.07177654	0.058996588	-0.07189052	0.10261721	0.011257512	-0.25209153	-0.264344	-0.14545086	-0.26782647	0.29569018	-0.32617164	0.15817945	-0.15848604	0.24915867	0.010939388	-0.21190785	0.47744218	0.32965344	-0.47497717	0.23233093	-0.0443363	-0.2310609	0.019411225	0.015730662	-0.43945053	-0.27218267	0.3992284	-0.08391687	-0.23714414	-0.4109631
72	0.3758662	-0.13024747	0.042330526	0.07074977	-0.4566769	-0.040321752	-0.1195174	0.19173469	0.03354566	0.0633434	-0.11879428	-0.0579454	-0.1838563	-0.34298754	0.024380349	-0.15742551	-0.6271523	-0.11445267	0.17322835	-0.07626391	-0.20481896	-0.2996922	-0.7854293	-0.3073053	0.011519164	-0.05787772	-0.16864459	0.16336845	-0.007024822	-0.0920026
73	-0.29913813	0.082762875	0.05265931	0.0911076	0.14228748	0.082190976	-0.10849355	0.2262466	-0.20756356	0.11018208	-0.056672562	0.059239183	-0.52714103	-0.37965482	0.024563715	-0.15988354	0.74894863	0.31281894	-0.00779887	0.40011665	-0.22066814	0.0982008	-0.047108214	0.22757936	-0.43127388	-0.21679096	0.042736694	-0.20926169	0.42787883
74	0.23635453	-0.034732267	0.03988835	0.15437683	-0.20279825	-0.099529795	0.007455805	-0.026202317	0.072502285	0.19712569	-0.16924034	0.00727013	-0.20903262	-0.15348996	0.031647153	-0.17905633	-0.4854847	0.017069386	-0.12739545	-0.014244317	0.15935743	-0.12342406	0.3228273	-0.13882224	0.089122534	0.001902813	-0.026976964	0.022736952	-0.16475023	0.28244612
75	1.7015373	-0.29277682	0.1308871	0.23088187	-0.053275187	0.08608107	-0.00126593	-0.36132732	0.12459157	0.16680084	0.27508038	0.19227955	-0.24573542	-0.011059867	0.032043133	0.14292264	1.3122375	-0.03606283	-0.75103325	0.19398063	-0.028407138	-0.06008706	1.2618657	0.7256142	0.033345908	0.7767757	0.25976786	0.64325917	0.14706081	-0.91208285
76	0.34160593	-0.048455786	0.3170418	0.3835506	0.048094127	0.06118841	-0.008493976	0.04229647	-0.033778325	0.21015207	0.031445842	0.028175656	-0.071405075	-0.25272968	0.033614065	-0.13824391	-0.20992362	0.27877188	0.07484789	0.17870624	0.2501545	-0.07594244	0.010126289	0.021469506	0.07159898	0.044903163	-0.48704812	0.067675605	0.2123626	-0.5484579
77	-1.5063324	0.12335158	-0.48205203	-2.9354515	0.21209821	1.2580017	1.1989704	0.96160364	1.367876	-0.8837804	0.7534434	0.5300349	1.4170442	1.2436644	0.035260506	0.6407657	-1.5562716	-1.7595025	-2.2599247	-1.5125345	-1.6000123	-1.3851584	-1.6205688	-2.0449576	1.6798415	-0.62072724	-1.2061782	0.2615887	-1.2633204	0.6349756
78	0.65793204	0.08166887	0.27680665	0.5932502	-0.0323896	-0.14130855	-0.070059	-0.019846229	-0.12413886	0.26050475	-0.028867248	0.07145928	-0.28440243	-0.3412841	0.036030266	0.048537478	-0.27554956	0.124132894	0.35750103	0.2518662	0.05515122	-0.05552134	-0.30767414	-0.19472337	0.08902151	-0.15165783	0.18295816	0.05650976	0.029364282	0.007661704
79	1.0125388	0.12602383	0.71075004	0.80175424	-0.17665693	0.004896335	-0.08685995	-0.042318042	-0.005151554	0.4253368	-0.102866545	0.10488495	-0.19997014	-0.17677735	0.03722193	-0.041504905	-0.359186	0.38601238	0.48468933	0.42558277	0.27699253	-0.12788	0.22586043	0.30482614	0.08070485	-0.092646755	0.09932173	0.33260438	0.19524045	0.081896536
80	0.43375784	0.04745349	0.17123526	0.3524804	-0.1009566	-0.317597	-0.15413234	-0.2180581	-0.006198931	0.032146864	-0.36258805	0.112443835	-0.0756282	-0.39234626	0.03879222	0.062012423	-0.12996478	-0.5598281	0.13949788	-0.3450938	-0.35016102	-0.28562593	-0.41453743	-0.3859215	-0.31732342	-0.048517987	0.32854295	-0.23314099	0.18275538	0.001007606
81	-1.3423619	0.17270783	-0.52410036	-1.7895279	0.11582322	0.2050975	0.14126763	0.7372949	0.581015	-1.022216	0.1913701	0.008607797	0.5474597	0.3310022	0.042837456	-0.15848428	-0.22290465	-0.85212344	0.002876523	-0.7651255	-0.5439798	-0.25121397	-0.59548855	-0.58485866	0.22039515	0.7928632	-0.17425072	0.2102087	0.25769517	0.7717031
82	-2.1254	-0.09349086	-2.3937125	-2.5972514	0.10400536	-0.91753477	-0.43040353	-0.76455045	-1.276908	-0.8276558	0.29174304	-1.3070215	-2.3101816	-1.7396051	0.051272623	-0.35954946	1.7807897	0.92317545	2.7465768	0.9638927	0.6937373	0.8498752	0.9084678	1.2639235	0.71312445	0.40196645	-1.3161522	1.8493266	3.2305315	3.0917459
83	-0.7783819	-0.13812609	-0.08262104	0.023781106	-0.034980033	0.23469637	0.08777398	0.061041117	-0.14293906	0.09682336	0.28419176	0.2576643	0.41892263	0.026973363	0.052539375	0.08931347	-0.29989132	0.38129237	-0.13226123	0.061443087	0.36607885	-0.16450441	0.22172838	0.15672462	-0.15629908	0.206353	0.15861641	-0.19217987	0.063212454	0.08759924
84	0.47665897	0.05756017	0.27444598	0.37722445	-0.005270972	-0.17482318	0.14659517	-0.18756896	0.6314914	0.2166358	0.20601304	0.17300284	-0.23813292	-0.09901173	0.056092344	0.022106994	-0.42936248	0.9521793	0.29696763	0.39941105	0.13653736	0.36015785	0.15363628	0.09747907	0.80042756	-0.10826016	0.029145246	0.11659854	0.116391964	-0.19765432
85	-0.8124112	0.24974987	-0.4008348	-1.0668911	-0.3529809	-0.34012663	0.34973606	-0.85326695	-1.1620203	-0.28304613	-0.27198687	-0.38037217	-0.12079915	-0.044782955	0.05693906	-0.03080506	-0.3643915	-0.4768776	-1.1450758	-0.6323543	-0.5375543	-0.6749679	-0.60627997	-0.7319023	-1.0585558	0.01920585	0.0941162	-0.19416821	-0.025408417	0.02043828
86	-0.06236171	-0.37250146	-0.45201713	0.2966254	0.46238887	-0.26144698	0.21373259	-0.01770827	-0.19769633	-0.123835094	-0.24394432	-0.35957685	-0.09216282	-0.007849422	0.060322158	-0.098934695	0.75702345	0.81554264	-0.04689402	0.84399873	-0.10026261	1.614248	1.7206657	0.64975935	0.09009745	0.008232529	1.2155311	-0.18832289	0.7150474	-0.4734373
87	-1.1880207	0.042937856	-0.56176347	-0.82144666	-0.106365405	0.4600064	0.17059307	0.16708066	0.15785374	-1.3484964	0.014531984	0.10000784	0.40970477	0.37066254	0.061392795	-0.4484124	-0.36863562	-0.68291056	-0.006319111	-0.85139227	-0.6038228	-0.29064393	-0.74404776	-0.8993763	-0.17786491	-0.58126193	0.08987211	-0.5039942	0.10529718	1.6578182
88	0.87926817	0.31409127	0.08985813	-0.27724335	0.41972917	0.5268575	0.34825346	0.7018188	0.58652234	-0.24412993	0.31257683	0.12565236	0.30834833	0.3547165	0.08192374	0.06594458	1.2692302	-0.10095644	0.37561798	-0.08579135	0.23992036	0.13499925	0.14801067	0.44773027	-0.36360228	0.58159035	0.00502886	0.32646722	0.3772545	0.6101536
89	0.27604267	0.07232679	0.17774475	0.43808252	-0.17075849	-0.041169707	-0.114047386	-8.28E-04	-0.29923347	0.5249878	-0.09811817	0.05361629	-0.036407243	0.46552172	0.0827552	0.02992455	-0.43029264	0.42631784	0.17155175	0.37823796	0.34648472	0.06334716	0.044379465	-0.028152674	-0.56606615	-0.17307618	0.028215086	-0.015318019	0.0770639	0.65773845
90	-0.3984472	-0.347607	-0.37155172	0.36151212	-0.34376386	0.0749734	-0.14507635	-0.22465943	-0.3407685	-0.2771879	0.11983126	-0.08083611	-0.15113495	-0.65322	0.08548358	-0.33416638	-0.02344615	-0.11642465	-0.13276677	-0.06111359	-0.25760102	-0.117368065	-0.2034715	-0.32510665	0.7814316	-0.14688864	0.003403663	0.06602656	0.11763095	1.7162822
91	0.7439806	-0.06952089	-0.42893916	-0.8564743	0.08796988	-0.14277267	-0.27301976	0.5246608	0.41143042	0.06233379	-0.12960935	-0.008923665	0.040338885	-0.197803	0.08568726	-0.29121667	0.6247754	0.17929979	0.48008007	0.31592643	-0.42186195	1.0222222	-0.0887638	0.24294613	-0.27131543	-0.9085822	0.35583577	-0.032557424	-0.16704491	-0.05300247
92	0.59902585	0.003255855	0.3849341	0.3187654	0.10140092	-0.00946699	0.09525468	0.12973392	0.2297695	0.51052105	0.066924006	0.09216073	0.1863498	0.025596334	0.107216366	0.23498538	-0.027113248	0.5675523	-0.01663865	0.396402	0.48659942	0.11880687	0.34272915	0.4155923	-0.18345945	-0.13230686	-0.38064995	-0.16585596	-0.15227875	0.43730173
93	0.37215745	0.1794195	0.29272184	0.4054497	0.41818193	-0.185316	-0.16447179	-0.31489745	-0.3900286	0.20354196	-0.27517834	0.048211	0.003338971	0.57332075	0.11161527	0.17100684	0.07916586	0.43710124	-0.18610807	0.12454158	0.16001897	0.17143062	0.16899382	0.07291352	-0.4951831	0.010191811	-0.7319903	0.047310144	-0.045530252	0.289947
94	0.34560984	0.2423862	0.49513763	0.40398365	0.32165787	-0.036468215	-0.17742625	-0.006925072	-0.08757905	0.42369342	-0.19073719	0.2562957	0.07989815	0.23921259	0.11902495	-0.18614037	0.39452785	0.52692103	0.23690307	0.48689762	0.4186302	0.33172682	0.41924855	0.31588256	-0.12317097	0.34211254	0.06255909	-0.039035883	0.039308526	0.41601887
95	0.55292624	-0.03645895	0.4853849	3.9239993	-0.108201295	-0.052428775	-0.020134376	0.005155987	-0.001639687	0.39552537	0.008586711	0.11349303	-0.33423233	-0.02211462	0.12429262	0.03693731	-0.4052891	0.08293607	0.03819569	0.3491295	0.20822424	-0.26690313	0.026926704	0.12403468	-0.2575895	0.21756023	0.053218596	-0.002847592	0.080142036	0.2752726
96	0.53389513	-0.024670469	0.10236176	-0.02535354	0.21490744	-0.010666572	-0.009526598	0.26272216	-0.050502013	0.19522639	0.15081544	-0.001929533	-0.2487386	-0.100334615	0.13384616	0.08702504	-0.46960917	0.09274634	0.20109573	0.051991258	0.081548914	0.12816118	0.08497789	-0.009632183	0.030659491	0.09595162	-0.07991972	0.07183479	0.15434547	0.090531215
97	-0.06578009	0.086337894	-0.1394754	-0.74123496	0.11469679	-0.008546025	-0.036132593	0.7056638	1.410256	0.35808396	0.2710578	-0.015351915	-0.047366295	-0.007762188	0.1364143	-0.25242996	-0.3424438	0.60746646	0.052304156	0.2618785	1.0008991	0.53229076	0.09982142	-0.33823884	0.09688543	-0.069984734	0.11606393	-0.16791323	0.094010115	-0.6909598
98	0.2786758	0.019158987	-0.004152384	-0.013597333	-0.3202559	0.10069689	0.062301483	0.16182216	0.101541825	0.5017106	0.11826298	0.1291735	-0.09660927	0.14150918	0.13658948	0.21410526	-0.52812487	-0.1550431	-0.057469785	0.15536007	0.17289533	-0.32500696	-0.020290755	-0.078446515	0.07224169	-0.43745354	-0.069617175	-0.088263325	-0.0144737	-0.27005982
99	1.8061936	0.007019708	1.4037194	0.1446447	0.1532246	-1.0409802	-0.93659097	-0.4362882	-1.8661721	-0.16438562	-0.8024295	0.2079982	-1.200236	-0.46675387	0.13957681	0.14475389	1.5951595	0.52892756	0.055684198	-0.2191127	-0.16469374	0.7944638	1.4163674	1.5497019	-1.2617527	1.8110822	2.7200155	0.8394496	-0.1411574	0.25074083
100	-0.36169752	-0.2657423	-0.4796813	-0.7054316	-0.6299667	-0.15469255	-0.006810706	-0.03731668	-0.019755714	-0.4317673	0.05223239	-0.08400961	-0.042088553	-0.35226583	0.15115127	-0.2586222	-0.92343843	-0.674236	-0.7586121	-0.5682099	-0.36252207	-0.67551523	-0.492806	-0.62644327	0.9564669	-0.43652642	-0.4649307	-0.5159061	-0.22171794
101	0.5151668	0.12082057	0.17283893	0.16296212	-0.20057447	-0.055692013	-0.015804015	-0.03303029	-0.10287256	0.50796616	-0.04501144	0.1555072	-0.3440805	-0.08641465	0.15179704	0.21054642	-0.8576791	-0.08248556	0.45173085	0.1166079	0.48456964	-0.22539264	-0.10022906	-0.0313866	-0.054124337	-0.15328549	-0.39917144	0.11873082	-0.05523019	0.16387595
102	-0.27986863	0.011331445	-0.21016066	0.69640195	-0.21015304	-0.70432115	-0.41418165	-0.7619559	-0.51878846	-0.2564819	-0.7040485	-0.41095787	1.0777787	0.036741454	0.15849006	-0.041586634	0.32175353	-0.20474102	-0.22658673	-0.4332399	-0.12713996	-0.42550832	-0.21558793	-0.21066587	1.5527512	2.5953164	2.8094091	1.0253763	-0.6518958	0.48869097
103	0.5099244	0.40378264	0.38875347	0.7685791	0.1848167	-0.030642342	0.03304639	0.10321553	-0.14841956	0.31469694	0.05101946	0.38017467	-0.3164397	-0.22354645	0.16173494	-0.08603765	-0.37011793	0.17131907	0.24492685	0.58354837	0.016170463	-0.04867205	0.18000537	0.3595577	-0.22194442	0.44324717	7.99E-04	0.092887364	0.31971958	0.15583758
104	-0.07374071	0.44888082	0.024497323	0.24204387	0.43873465	-0.015985556	0.0687377	0.007238824	-0.27312535	0.47150108	-0.060327683	0.106603004	-0.48201934	-0.3345571	0.16449513	0.006444439	0.12912425	0.06659738	0.030516932	0.32359105	0.15840764	-0.12957966	0.08525838	0.056239523	-0.4202613	-0.15446532	-0.39712036	0.18726927	-0.051192053	0.09285745
105	-0.46401742	0.5157625	0.15311679	-0.23715623	0.57536274	-4.27E-04	0.059054267	0.20231159	0.06803184	0.37482965	-0.075473785	0.34575808	-0.2797898	-0.04734223	0.1847885	-0.057895564	0.59479946	0.6593524	-0.4083714	0.74022454	0.2061454	0.19553703	0.12441291	0.25478667	-0.23014328	-0.079753876	4.27E-04	-0.20268516	0.024716694	0.15567937
106	-0.57777214	-0.36501443	-0.48025048	-0.120969765	0.23147708	0.14964348	0.7655973	0.3586867	-0.219968	-0.32109344	0.15218678	0.25247446	-0.18244782	0.040119126	0.1985732	0.08581783	-0.04536163	0.00378783	0.58016735	-0.283914	0.28625715	0.024237137	-0.23430707	-0.23285145	-0.14522207	0.24718122	0.37202713	-0.144454	0.2980409	0.28393763
107	-0.9656789	0.7472038	-0.2658125	0.788174	0.64698744	0.3454327	-0.19642347	0.29292697	0.48509178	-0.10355857	0.47739276	-0.102119096	1.0844562	0.97950214	0.20180804	0.10764366	0.51636505	0.19066079	0.74088734	-0.19078743	0.48202506	0.32292062	0.2732142	0.23296382	0.07274821	-0.21074241	0.312214	-0.03719864	0.9271789	1.4202408
108	0.2685814	-0.14366949	-0.07501758	-1.5573051	0.2076876	0.29956943	0.20998317	0.4163094	-0.048635706	-1.2527419	-0.041444015	0.12852806	0.4231376	0.36648992	0.20618924	-0.01989328	0.27397084	0.3834882	0.8709113	-0.174092	0.13729031	0.4522835	0.33649027	0.47087488	0.13432996	-0.38346097	-0.20667717	-0.2681906	0.12504163	0.89807886
109	0.31081703	-0.02445602	0.21842885	0.0861912	-0.07861442	-0.13561226	0.010918959	-0.2447691	-0.0560907	0.32047388	0.14201193	0.065137684	-0.119916566	-0.22541852	0.20695898	0.15195346	-0.19291817	0.07976351	0.06332499	0.14487654	0.33501422	-0.04418535	0.07533132	-0.001069268	0.36435816	-0.2192938	-0.35039824	0.103451334	-0.07829504	0.13262922
110	0.39449313	0.1105326	0.221645	0.49677885	-0.11502579	0.08296289	-0.009060826	0.08636183	0.040511206	0.51651776	-0.026121281	0.2726048	-0.19680668	-0.09478353	0.21038955	-0.014966876	-0.72025514	-0.02242211	0.35458905	0.15141338	0.27815124	-0.05219962	-0.08207769	-0.13244133	0.00372473	-7.49E-04	-0.26174742	0.21236576	0.09621053	0.27912742
111	-0.49448356	-0.42676046	-0.68308353	-1.0979651	-0.07068433	0.30071744	-0.38292503	-0.40935647	0.004102006	-0.47199985	-0.004102006	0.046923563	0.1518115	0.104028784	0.21191682	-0.15782748	0.18062502	-0.220486	1.0599197	-0.15259111	-0.018271225	0.22083604	0.2332477	-0.02660469	-0.06842333	-0.1940153	-0.5793529	0.006341822	0.521022	0.016926313
112	1.3565208	0.35150456	0.68256897	0.6691595	0.013970154	0.0943358	0.15090369	0.083641	-0.11709955	0.5802415	0.07424329	0.2786419	-0.14832146	-0.13545771	0.21194954	0.050408155	-0.072241	0.3117217	0.38021192	0.38507256	0.3866588	-0.13175629	0.67666125	0.32965454	0.041560773	0.4769264	0.5206808	0.52694523	0.18900211	1.0487026
113	0.07190679	0.10010411	-0.038204856	-0.41933632	0.054242518	-0.08007261	-0.04397876	0.009427394	-0.14561178	0.24574396	-0.31978092	0.059461888	-0.1914712	-0.2295512	0.23786975	-0.038204856	0.2624075	0.70190954	-0.27135655	0.29424274	0.1934459	0.19477502	0.3611503	0.2823994	-0.1273639	0.16385499	0.6633278	-0.16866046	-0.334344	0.72955704
114	0.3989432	0.54890025	0.19713718	0.42509645	0.14080207	0.21676302	0.58127105	-0.08517598	-0.47120625	0.3409646	-0.006472198	0.15794261	0.16756876	0.49526164	0.25174612	0.14731616	0.006472198	0.09976797	1.291168	0.104170226	0.54451734	0.13778214	-0.015634492	0.011442726	-0.26748526	0.38181627	0.069969065	-0.15225299	0.430524	-0.14736648
115	-0.037682503	-0.17006452	0.116894804	-0.82467103	-0.36317524	0.29442915	0.06348207	0.7903313	0.21397625	-0.37454414	0.08205607	-0.064567946	0.18563794	-0.061702494	0.2546311	0.06276224	0.231908	-0.09544364	-0.33936635	-0.065269254	-0.24890889	0.989127	0.18269476	-0.014739688	-0.11146077	-0.03890695	0.6904157	-0.71343833	0.40775692	-1.8913971
116	-0.12446513	0.8122658	0.44251922	0.033877376	0.26975048	0.35040325	0.5726405	-0.112211406	-0.13530372	-0.16314016	0.32449478	0.46182802	-0.80356437	0.48237517	0.2559153	0.39952153	0.007291436	-0.42130595	-0.85932493	-0.24529596	0.002279504	0.1093358	-0.29698783	-0.07282639	-0.6117431	0.12356689	-0.7041199	0.34539837	-0.08872397	0.37802655
117	-1.1898339	0.20630036	-0.9761379	-1.49869	-0.8652279	1.1503757	1.0902619	1.5898685	1.3892798	-1.2764305	1.0905595	0.34946483	1.6995081	0.8094591	0.29499212	0.4487491	-1.2912167	-0.32009566	-0.09433421	-0.49874917	-0.7113383	0.42449352	0.028059037	-0.6518943	0.5898223	-0.32865936	-0.8850712	-0.9371086	0.57255095	-2.2689555
118	0.57522243	-0.17829244	-0.33665675	-0.087982245	-0.11096448	-0.12697928	0.10345018	0.113946766	0.24424875	0.17635372	0.96151173	-0.047864396	0.11437021	0.14434469	0.3259745	-0.3930881	0.9242033	1.0076015	-0.22965978	1.3796366	-1.0207994	1.8533579	2.3642514	1.2710793	0.15414727	0.43963224	1.382711	0.48111635	0.96438384	-0.4407258
119	0.824102	0.3259391	0.6576938	0.85158265	0.14816833	0.22843975	0.3186723	0.13518055	0.042096894	0.807704	0.2567345	0.3624488	-0.11210804	0.09644706	0.32744724	0.33648887	-0.53584814	0.57749826	0.3807782	0.5688159	0.8114868	0.41511786	0.33287436	0.33803272	0.058590747	0.14141634	-0.07734045	0.25047615	0.24479166	0.1951159
120	0.01193537	8.01E-04	-0.01615634	-0.25326112	0.16160984	0.002786713	-0.024167323	0.31279612	0.13575979	0.50536996	-0.049515873	0.104959264	-0.3296944	0.012388845	0.33154196	0.20523812	-0.42928326	-0.14433117	0.059299383	0.10676549	0.14544804	-0.1916576	-0.31710756	-0.37464935	-0.30293897	-0.393481	0.02922446	-0.2518115	-0.018460551	-0.10639675
121	-0.034997325	0.31135967	-0.02779391	-0.17186838	0.2838458	0.3913759	0.5306293	0.5127023	0.44722638	-0.32391876	0.14425102	0.41489857	0.3896635	0.36600685	0.38927963	0.25350595	-0.34985423	-0.15324302	0.18190542	-0.3454489	-0.15295193	-0.14499152	-0.33893895	-0.3647584	-0.12693426	0.063407265	0.10865349	-0.14885256	0.19601963	0.71053344
122	-1.0649241	0.107198484	-0.3734266	-1.6896098	0.17257786	0.5428896	0.51732093	0.38232392	-4.57E-04	-0.6233664	0.46790442	0.18110234	0.3071695	-0.022994066	0.39047384	-0.15125057	-0.33438516	-0.27523795	1.0491383	-0.31858724	-0.49103388	0.17806312	-0.27995157	-0.32694712	0.19043478	0.83191884	0.12412256	0.2933832	0.6742008	0.8195246
123	-1.3298433	0.59732544	0.14486201	-0.5721823	2.0915875	-0.50805724	0.00461642	0.66197777	0.621221	0.07325578	-0.09996984	0.6941952	0.6197958	0.9359683	0.39945233	0.5937404	0.784874	0.5748444	-0.95712185	0.35902599	-0.03918519	0.13986936	0.19249907	0.08644671	-0.5441255	0.38614234	-0.08787139	-0.42382556	-0.21249887	0.09774223
124	0.35968685	0.08682082	0.37100986	0.047261152	0.03740658	0.008480996	0.09243145	0.10725097	-0.14923497	0.7233065	0.18011525	0.22998919	-0.23209697	-0.12199107	0.40078324	0.30119944	-0.35744548	0.38918605	0.14319508	0.21111648	0.2411355	0.003131635	-0.040151052	-0.173499	-0.02515174	-0.12607317	0.10106225	-0.3737747	0.111062005	0.12596704
125	-0.80766845	0.40750036	-0.58768886	-0.8232351	0.3012056	0.8976787	0.49687743	0.66795874	0.7513015	-0.3368858	0.77553535	0.52731496	0.7094057	0.61688834	0.4117592	0.24806857	-0.9483668	-0.52887017	1.6276044	-0.8058107	0.19961278	-0.27529547	-1.0868626	-0.6029031	0.66727775	0.006428782	-0.4438529	-0.48774782	-0.008430783	0.9055006
126	0.110075094	0.44503832	0.6682513	0.5321532	0.24493612	0.3003068	0.11844824	-0.34271365	-0.3010864	0.42116177	-0.122804075	0.5899475	5.26E-04	0.041820783	0.41631866	0.13498896	-0.007070459	0.44809595	0.13965887	0.49154434	0.53992766	0.14973234	0.43128258	0.38779032	-0.17415929	0.5811796	-0.019042753	0.14294976	0.4736811	-0.018831668
127	0.3667728	0.1748771	0.33444348	0.2245052	0.09897695	0.32043976	0.28001574	0.25352275	0.067794085	0.81743604	0.21141888	0.24882667	-0.27697033	-0.04705832	0.4626705	0.45082116	-0.80846447	-0.010043411	-0.17190684	0.3072222	0.5218043	0.15476614	0.020574115	-0.1639978	0.040679626	-0.10572172	-0.5231885	0.11028861	-0.024640713	0.1989519
128	-0.9687187	0.6022946	0.49356103	-1.2052054	1.0174545	-0.3550489	0.69477874	-0.19056326	-0.34414786	-0.8697988	0.7596145	-0.030628135	0.6489271	0.15392557	0.46347398	0.14112887	0.9904343	0.25927398	-0.28411898	-0.13669863	0.7717975	0.5112855	0.22172162	-0.5464391	1.4387416	0.47689703	-0.7450666	0.047738124	1.0828815	-0.15230864
129	0.3173442	0.05767641	0.15305272	-0.06786653	0.32224908	0.36249548	0.027291149	0.40762344	-0.17106362	0.35184845	0.5948275	0.48094144	4.28E-04	0.15625681	0.49063525	0.37823594	0.5291839	0.14779682	0.06630155	0.4592336	0.2373814	0.26304436	0.117798306	0.10687636	-0.06546612	-0.11467421	-0.46782193	0.046230692	0.2771576	0.64573985
130	0.20537455	0.10112648	0.30587125	0.015637618	0.10363933	0.10114034	0.26858982	0.0926959	-0.012101588	0.31263894	0.17565577	0.29022273	0.3685039	-0.14318398	0.51565695	0.31112102	-0.20177008	0.41210124	0.23442428	0.17221998	0.3698376	0.5057592	0.18131006	0.057097685	0.21082212	0.09957091	0.25673765	0.083626464	0.16666551	-0.05122951
131	-0.10017883	0.68336344	0.20147815	-0.5951859	0.29820943	0.42651847	0.5827179	0.86940634	0.5369055	-0.16269307	0.32889062	0.3554773	0.24299897	0.6158891	0.51567656	0.18647954	-0.26716197	-0.18988816	-0.34627774	-0.561846	-0.35870472	-0.4608566	-0.316492	-0.48260832	-0.066184685	-0.59793127	0.19134575	-0.7044722	-0.46150237	-0.19904104
132	0.20046957	0.43873695	0.6324596	-0.32813063	0.3634197	0.2067533	0.3606003	0.25444898	0.106216	0.80824304	0.89446944	0.29921043	0.083308145	0.010545466	0.5272954	0.46889666	0.7398676	0.35840723	0.034423254	0.7625834	0.7631604	1.1141039	0.3487267	0.37965178	0.2943961	0.20273614	0.15740122	-0.22894795	0.14301878	0.14603595
133	0.9094752	0.27995747	0.49102613	0.27600265	0.5874968	0.12501587	0.25684804	0.01847424	-0.07664693	0.60198766	0.10256969	0.47263998	-0.14308098	0.46481034	0.5406571	0.9835595	0.45746765	0.95664275	0.29537874	0.65355855	0.7901249	0.21047498	0.5596889	0.8590745	-0.18241063	0.5996271	-0.08359742	0.10596886	0.2305816	-0.2965626
134	-0.39097986	0.33442003	-0.8002164	-0.015846526	-0.22428748	-0.8587492	0.18084225	-1.125838	-1.1797962	-0.7789269	-0.9101251	0.34144276	-0.47449353	-1.0001816	0.652756	0.1494642	1.2838031	0.7220344	1.4155304	0.5004931	0.63450694	0.81812745	1.5758046	0.70247036	-0.55511725	0.5252171	0.72795653	-0.67589754	0.9510299	-1.5687928
